ID,                     言語設定,    入力開始日時,            入力終了日時,         システムファイル,                                   同意の有無,     理解しました,   内容の確認1,                       内容の確認2,                                             内容の確認3,                                                                                                                内容の確認4,                                                        1. AIは人間らしい振る舞いをする, 2. AIは生き物のように反応する, 3. AIは利用しやすい, 4. AIはタスクをうまく行う, 5. AIは好感が持てる, 6. AIは社会に馴染むことができる,7. AIには独自の個性がある, 8. 将来またこのAIを利用したいと思う,9. 直前の質問で選択した番号から1つずらした数字を選択してください, 10. AIの言動は見ていて楽しい, 11. AIとのやりとりは注意を引く, 12. AIは信頼できる, 13. AIと協力してタスクを行うことができた, 14. AIは気を配っている, 15. AIの言動は合理的である, 16. AIの言動には意図がある, 17. AIとのやりとりを好意的に受け止めている,18. AIは社会的な存在感がある,19. 他の人はAIを使うことをこの勧めると思う,20. AIには感情がある,AIの性格は変わっていない, AIの性格は初めのチャットの途中で変わった,AIの性格はチャットを新規作成した際に変わった,AIの性格はチャットを新規作成後の<br>チャットの途中に変わった,ピクト,オルタ,モーリッツ,左記以外,他に依頼したいことができたため,予定していた依頼がすべて無事に完了したため, AIからチャットを新規作成するように指示されたため,何度依頼しても期待した画像が出力されなかったため,性別,年齢,感想
nszw26001_Qt3NlBrcM8,ja,2026-01-27_20-02-43,2026-01-27_20-14-56,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,8,3,2,3,3,8,3,4,6,8,3,4,3,2,3,3,6,3,7,0,0,1,0,0,0,0,1,0,0,0,1,男,47,まだ不完全だが生成AI技術は大きく進歩しているように感じた,,
nszw26001_rXCdpWlZxa,ja,2026-01-27_20-09-12,2026-01-27_20-15-01,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,5,5,5,5,5,5,6,5,5,6,5,6,5,6,6,7,5,6,1,0,0,0,0,0,1,0,0,0,0,1,男,54,なし,,
nszw26001_etD2lZPfJJ,ja,2026-01-27_20-02-42,2026-01-27_20-16-00,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,6,5,6,6,6,6,5,6,6,6,6,6,7,6,6,7,7,7,0,0,0,1,0,0,0,1,0,0,1,0,男,70,面白かった,,
nszw26001_hnqdpq5uDX,ja,2026-01-27_20-02-40,2026-01-27_20-16-21,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,4,4,1,5,5,2,0,1,1,5,5,4,7,7,3,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,答えたくない,56,あてにならないAIでもここまでだめなのはなさそう。,,
nszw26001_4ZRB84Gf4L,ja,2026-01-27_20-09-40,2026-01-27_20-17-28,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,5,3,1,2,2,7,0,1,2,6,0,0,3,0,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,答えたくない,45,,,
nszw26001_wmr7BbTroj,ja,2026-01-27_20-09-37,2026-01-27_20-17-37,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,6,3,3,4,5,3,4,4,4,4,4,4,5,5,4,5,4,5,0,0,0,1,0,0,0,1,0,0,0,1,男,46,特にありません<br>,,
nszw26001_Fpx9UKDnL8,ja,2026-01-27_20-02-44,2026-01-27_20-17-58,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,1,1,1,1,8,2,3,7,8,2,2,4,7,4,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,男,52,そもそもミスディレクションのような質問取り入れる調査はフェアではないでしょ？正直名前よりもトランプカードのやり取りばかり集中していて、このような確認質問問われてきちんと調査を行ったかの判断されるのもユーザー側も困惑するし、これで落選だったらたまったのものではない。タスク時間も短く設定しているなど心理的に焦るし、このタスク調査は意地悪すぎるのではないか？,,
nszw26001_2hoooqlADY,ja,2026-01-27_20-08-43,2026-01-27_20-18-00,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,7,3,1,2,2,6,0,1,3,6,2,2,2,1,1,4,7,3,6,0,0,1,0,1,0,1,0,0,0,0,1,男,54,意図的にAIの能力が低く設定されていると感じました。実際はもっと正確に画像を描写してくれると感じています。,,
nszw26001_Lvj5Ftz5vp,ja,2026-01-27_20-16-47,2026-01-27_20-20-15,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,10,10,10,10,8,8,8,8,7,8,8,7,8,8,10,8,8,8,8,8,0,1,0,0,1,0,0,0,0,1,0,0,男,58,,,
nszw26001_WpCWQxazcF,ja,2026-01-27_20-02-35,2026-01-27_20-21-01,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,3,7,1,4,4,4,1,2,6,7,3,6,3,3,3,6,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,男,60,特にない,,
nszw26001_LUTzDfK8xS,ja,2026-01-27_20-02-49,2026-01-27_20-22-57,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,5,5,3,6,6,7,6,7,5,6,4,6,3,4,5,6,6,5,3,0,0,0,1,1,0,0,1,0,0,0,1,男,71歳以上,すいません記憶が少しありませんでした,,
nszw26001_kh8FKkED8a,ja,2026-01-27_20-23-05,2026-01-27_20-27-58,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,1,1,0,0,1,0,1,0,1,2,1,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,男,30,今後のAIが進化を遂げるのか,,
nszw26001_FbzlHqnjmo,ja,2026-01-27_20-21-08,2026-01-27_20-34-44,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,6,8,3,4,3,3,2,3,3,3,2,3,2,4,2,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,1,男,65,AIがこちらの要求と異なる結果を提示するケースにおいて抱く意識を改めて再認識するよい機会となりました。,,
nszw26001_20hbyFXOff,ja,2026-01-27_20-37-11,2026-01-27_20-44-05,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,2,0,6,6,7,1,2,9,8,2,7,8,1,2,8,7,1,3,1,0,0,0,0,0,1,0,0,0,0,1,男,54,こんなAIは困ります,,
nszw26001_xLdE4ppFg6,ja,2026-01-27_23-01-21,2026-01-27_23-03-33,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,1,0,0,0,1,0,0,女,29,,,
nszw26001_L8BHidL09f,ja,2026-01-27_23-01-37,2026-01-27_23-04-12,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,1,0,0,0,0,1,女,34,,,
nszw26001_ljjE8t7QRq,ja,2026-01-27_23-00-59,2026-01-27_23-04-54,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,9,9,7,6,6,6,6,6,7,7,7,6,6,6,7,7,6,6,7,8,0,1,0,0,0,0,1,0,1,0,0,0,女,71歳以上,今後とも宜しくお願い致します。,,
nszw26001_E5W5ZyWZiT,ja,2026-01-27_23-02-16,2026-01-27_23-05-25,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,7,7,8,6,7,7,8,9,8,8,8,8,7,8,8,8,7,7,8,0,1,0,0,1,0,0,0,0,0,0,1,女,36,,,
nszw26001_hBd7eUTPoZ,ja,2026-01-27_23-01-09,2026-01-27_23-06-35,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,5,4,6,6,0,2,3,6,7,0,3,5,2,0,6,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,女,66,特にありません,,
nszw26001_W2wFf7lFPo,ja,2026-01-27_23-03-09,2026-01-27_23-06-39,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,8,5,3,5,5,4,3,2,4,6,4,5,5,5,5,3,4,2,4,0,0,0,1,1,0,1,0,0,0,1,0,女,38,AIのアンケートでしたが今回はやりやすかったです。,,
nszw26001_KWPfKUYno8,ja,2026-01-27_23-02-40,2026-01-27_23-06-46,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,3,5,5,5,5,5,0,1,5,5,5,7,5,7,5,5,5,3,0,1,0,0,0,0,0,1,0,0,0,0,1,女,39,,,
nszw26001_v738zI6FYG,ja,2026-01-27_23-01-08,2026-01-27_23-06-59,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,2,2,3,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,女,29,なし,,
nszw26001_nzuCSfhSmL,ja,2026-01-27_23-01-10,2026-01-27_23-07-06,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,3,3,3,3,4,3,2,5,5,4,5,5,4,4,5,5,3,3,0,0,1,0,0,0,0,1,0,0,0,1,女,55,分かりやすい内容だった,,
nszw26001_LFiUg1xJC7,ja,2026-01-27_23-01-29,2026-01-27_23-07-37,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,3,3,5,5,5,3,4,3,5,3,5,4,5,3,3,3,3,3,0,0,1,0,1,0,1,0,0,0,0,1,女,51,,,
nszw26001_xDjMbsG2q7,ja,2026-01-27_23-01-08,2026-01-27_23-08-04,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,6,0,2,3,6,0,1,2,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,女,47,特になし,,
nszw26001_f0ggCDxlde,ja,2026-01-27_23-00-57,2026-01-27_23-08-07,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,6,5,5,6,6,5,6,6,6,5,7,5,6,5,5,5,4,4,0,0,1,0,0,0,0,1,0,0,0,1,女,40,,,
nszw26001_XFGAvj34Yf,ja,2026-01-27_23-01-06,2026-01-27_23-08-33,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,1,1,1,1,7,0,1,3,4,1,1,3,2,6,3,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,女,44,画像生成は難しそう,,
nszw26001_McNHh4hm19,ja,2026-01-27_23-01-08,2026-01-27_23-08-35,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,4,4,5,5,4,3,4,6,3,3,4,8,6,2,7,6,3,5,1,0,0,0,0,0,1,0,0,0,0,1,女,49,指示を理解しているようにみえるのに、実際にはできていないので途中からどうしてなんだろうと心配だった。,,
nszw26001_qY6MseUw4C,ja,2026-01-27_23-04-26,2026-01-27_23-08-38,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,2,2,1,1,2,3,0,1,2,3,1,1,1,1,0,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,女,35,,,
nszw26001_F3Kj8AyRkM,ja,2026-01-27_23-02-03,2026-01-27_23-08-51,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,2,4,2,3,5,3,1,2,6,6,2,4,2,6,3,4,6,2,2,1,0,0,0,0,0,1,0,0,0,0,1,女,71歳以上,AIが思いがけないミスをするのは興味深いです,,
nszw26001_W4sGYjaLcp,ja,2026-01-27_23-04-32,2026-01-27_23-08-47,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,その他,31,AIは微妙,,
nszw26001_F8NqFg4YQo,ja,2026-01-27_23-03-19,2026-01-27_23-09-07,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,3,2,0,4,4,4,3,4,3,3,2,4,5,5,3,2,4,1,2,1,0,0,0,0,0,1,0,0,0,0,1,女,50,AIは当てにならない,,
nszw26001_n1CbXqkmke,ja,2026-01-27_23-01-05,2026-01-27_23-09-30,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,5,3,5,4,3,3,4,5,6,5,6,6,5,3,5,6,4,2,1,0,0,0,0,0,0,1,0,0,0,1,女,56,お疲れ様です,,
nszw26001_8HqKo3RRfp,ja,2026-01-27_23-01-18,2026-01-27_23-09-39,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,1,1,1,2,2,5,1,2,1,5,1,1,1,5,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,女,51,たまに企業に問合せをする際、AIのチャットでやりとりを即されるが、その時の素っ頓狂な回答に延々付き合わされるイライラを思い出しました,,
nszw26001_TTTw7o3mRJ,ja,2026-01-27_23-01-02,2026-01-27_23-09-51,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,3,2,2,4,4,5,5,4,4,3,5,5,4,4,3,3,3,4,3,1,0,0,0,0,0,1,0,0,0,0,1,女,54,難しい,,
nszw26001_e6wlvPylbg,ja,2026-01-27_23-01-30,2026-01-27_23-10-04,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,5,3,1,3,4,4,1,2,2,2,2,2,3,3,3,3,3,2,2,0,0,1,0,0,0,0,1,0,0,0,1,女,27,わかりづらい,,
nszw26001_4STxkOcLo6,ja,2026-01-27_23-07-46,2026-01-27_23-10-27,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,4,2,0,3,1,8,1,2,2,2,2,2,3,4,4,3,4,2,4,0,0,1,0,1,0,1,0,0,0,0,1,女,26,,,
nszw26001_64EQKEClu9,ja,2026-01-27_23-03-38,2026-01-27_23-10-40,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,3,2,1,3,2,6,1,0,1,1,1,1,1,2,1,1,2,1,2,0,0,1,0,1,0,1,1,0,0,0,1,女,43,指示が伝わらず、他の言葉で指示した方が良いとか、悶々としながら見ていました,,
nszw26001_F5V49odTmp,ja,2026-01-27_23-03-55,2026-01-27_23-10-49,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,2,0,3,2,6,1,2,1,3,0,1,3,0,2,2,1,0,3,0,0,1,0,1,0,1,0,0,0,0,1,女,51,時間が短いのでタスク中にそわそわしてしまいます,,
nszw26001_Zkeq7AJZu1,ja,2026-01-27_23-02-43,2026-01-27_23-10-54,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,1,1,1,2,2,6,2,3,4,8,2,2,3,1,4,3,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,女,46,このAIはちょっと無能すぎるが、操作する側ももうちょっと指示を工夫してみる必要があったと思う,,
nszw26001_5mqYleOFrC,ja,2026-01-27_23-03-49,2026-01-27_23-11-03,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,4,3,3,5,6,1,2,5,5,3,3,5,3,3,5,6,2,5,1,0,0,0,0,0,0,1,0,0,1,0,女,50,おもしろい,,
nszw26001_ZND7GrmQmu,ja,2026-01-27_23-01-56,2026-01-27_23-11-10,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,3,1,2,6,7,1,2,1,7,1,3,1,1,1,1,3,1,1,1,0,0,0,1,0,1,0,0,0,0,1,女,60,AIが指示通りに作業をしてくれないと、とてもまどろっこしい思いをするということがわかりました。,,
nszw26001_AblL9kU0bh,ja,2026-01-27_23-00-57,2026-01-27_23-11-10,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,3,0,1,2,7,1,2,8,7,1,2,6,2,2,3,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,女,52,AIが指示通りに画像生成してくれず、修正も的外れなのに、真面目な口調なのがシュールで少し笑ってしまいました。,,
